TransactionID,CustomerID,ProductID,TimeID,StoreID,Revenue,UnitsSold,Discount
206,1529,2003,411,103,664.0,8,0.17
207,1319,2021,89,118,5040.0,8,0.0
208,1206,2019,578,110,11925.44,10,0.05
209,1378,2038,506,107,7977.34,9,0.15
210,1252,2010,7,114,1307.4,1,0.05
211,1355,2041,711,101,2201.28,6,0.0
212,1674,2025,315,104,1028.56,4,0.11
213,1244,2027,504,102,4221.6,3,0.14
214,1096,2003,238,117,602.0,7,0.14
215,1382,2030,87,119,2137.54,2,0.1
216,1653,2026,77,119,1471.93,10,0.01
217,1679,2009,243,110,804.31,5,0.17
218,1403,2045,335,111,8940.56,8,0.05
219,1077,2013,140,119,1317.63,2,0.03
220,1169,2029,478,111,653.0,7,0.02
221,1367,2050,213,115,2067.16,5,0.09
222,1123,2006,162,110,15753.18,10,0.01
223,1336,2010,94,108,7596.68,6,0.08
224,1051,2044,307,109,4762.9,3,0.01
225,1415,2029,570,118,373.14,4,0.02
226,1105,2009,125,101,160.86,1,0.17
227,1228,2009,203,113,1000.06,6,0.14
228,1661,2006,597,119,6524.04,5,0.18
229,1077,2002,67,107,2016.0,8,0.16
230,1095,2022,126,102,6814.84,8,0.01
231,1588,2028,405,116,1832.77,1,0.08
232,1437,2012,363,107,4762.95,3,0.05
233,1457,2010,36,120,12110.65,10,0.12
234,1663,2019,511,114,10168.01,9,0.1
235,1090,2018,393,105,12765.78,7,0.04
236,1539,2016,646,118,963.22,1,0.2
237,1368,2031,558,116,5978.59,6,0.18
238,1515,2021,398,109,1871.1,3,0.01
239,1612,2015,31,109,247.03,1,0.16
240,1484,2034,367,119,3765.04,4,0.19
241,1103,2016,673,108,5357.93,5,0.11
242,1058,2049,225,119,6695.86,7,0.07
243,1178,2012,243,119,8422.9,6,0.16
244,1368,2038,29,112,9280.83,10,0.11
245,1577,2013,505,118,3260.11,5,0.04
246,1039,2006,58,108,15275.81,10,0.04
247,1540,2031,1,111,11665.54,10,0.04
248,1134,2022,182,111,860.46,1,0.0
249,1601,2046,146,104,9536.2,9,0.17
250,1075,2024,722,113,15026.34,10,0.02
251,1310,2021,140,106,3704.4,7,0.16
252,1499,2042,325,106,8421.58,9,0.14
253,1629,2023,229,119,911.21,3,0.08
254,1302,2009,182,101,1783.05,10,0.08
255,1582,2003,187,120,492.0,6,0.18
256,1627,2015,655,119,476.41,2,0.19
257,1145,2022,80,108,4130.21,6,0.2
258,1172,2041,91,111,2935.04,8,0.0
259,1215,2016,710,103,6862.97,6,0.05
260,1111,2047,2,102,7430.67,7,0.09
261,1430,2011,424,116,2635.44,7,0.07
262,1385,2007,491,119,2985.19,4,0.03
263,1076,2003,302,101,570.0,6,0.05
264,1108,2005,351,106,7075.66,7,0.03
265,1077,2036,96,111,2253.44,10,0.2
266,1495,2046,32,114,3370.22,3,0.12
267,1445,2011,55,104,2331.82,6,0.04
268,1195,2027,714,118,13990.19,9,0.05
269,1289,2020,244,104,1197.58,1,0.08
270,1563,2032,158,102,10211.94,6,0.0
271,1090,2019,678,120,9640.78,8,0.04
272,1027,2014,175,110,3093.22,2,0.09
273,1119,2020,408,116,8539.28,8,0.18
274,1272,2006,658,118,10693.07,7,0.04
275,1391,2024,192,115,1456.63,1,0.05
276,1477,2017,232,109,7012.76,10,0.01
277,1684,2007,88,112,6370.47,9,0.08
278,1604,2015,567,102,1729.19,7,0.16
279,1429,2035,704,116,1585.8,10,0.18
280,1488,2020,81,113,1171.55,1,0.1
281,1530,2037,694,120,3345.04,3,0.02
282,1460,2012,172,107,6484.29,4,0.03
283,1434,2006,700,114,5091.94,4,0.2
284,1643,2010,610,109,6770.95,6,0.18
285,1069,2006,398,118,9913.36,7,0.11
286,1283,2034,470,101,10226.04,10,0.12
287,1430,2008,425,105,2206.51,3,0.11
288,1597,2049,103,104,8639.82,10,0.16
289,1293,2035,353,114,889.59,5,0.08
290,1498,2037,624,116,1103.64,1,0.03
291,1413,2010,634,120,9537.14,7,0.01
292,1340,2045,244,102,7717.12,8,0.18
293,1382,2002,346,110,1410.0,5,0.06
294,1504,2045,702,104,4564.39,4,0.03
295,1454,2050,329,109,2798.61,7,0.12
296,1092,2013,453,107,4041.18,7,0.15
297,1529,2024,58,117,4553.9,3,0.01
298,1519,2026,139,117,1471.93,10,0.01
299,1198,2013,60,108,618.06,1,0.09
300,1370,2046,204,109,6434.06,6,0.16
301,1518,2026,651,104,141.25,1,0.05
302,1501,2039,457,106,10148.16,8,0.12
303,1359,2023,168,109,620.68,2,0.06
304,1396,2004,167,119,3676.0,4,0.17
305,1663,2015,694,107,1279.25,5,0.13
306,1526,2002,699,101,1968.0,8,0.18
307,1663,2012,616,101,6350.6,4,0.05
308,1313,2046,727,109,7327.68,7,0.18
309,1358,2030,259,107,8930.15,8,0.06
310,1534,2040,407,119,3583.22,2,0.0
311,1679,2024,575,120,14413.02,10,0.06
312,1111,2031,66,111,5285.95,5,0.13
313,1284,2017,672,110,2748.44,4,0.03
314,1247,2004,615,113,5713.31,6,0.14
315,1027,2042,510,110,4461.05,5,0.18
316,1415,2025,37,119,2426.93,10,0.16
317,1352,2047,731,108,9133.77,9,0.13
318,1488,2043,368,117,2888.07,5,0.17
319,1674,2036,186,110,512.66,2,0.09
320,1265,2047,573,106,6089.18,6,0.13
321,1228,2023,229,110,1941.28,7,0.16
322,1340,2024,267,119,6976.52,5,0.09
323,1121,2031,55,119,9842.8,10,0.19
324,1073,2031,200,117,2017.17,2,0.17
325,1391,2034,306,114,964.5,1,0.17
326,1155,2009,206,111,1085.34,7,0.2
327,1469,2010,324,106,2477.18,2,0.1
328,1647,2012,321,102,1520.8,1,0.09
329,1215,2049,173,119,2777.08,3,0.1
330,1091,2009,630,114,1248.14,7,0.08
331,1489,2025,5,102,2496.27,9,0.04
332,1383,2001,330,117,2000.0,4,0.0
333,1005,2041,255,108,2069.2,6,0.06
334,1106,2025,516,119,1401.26,5,0.03
335,1047,2020,298,115,10309.62,9,0.12
336,1346,2028,704,105,9562.27,6,0.2
337,1502,2023,193,106,2311.05,7,0.0
338,1230,2047,135,107,1026.53,1,0.12
339,1174,2008,376,102,4743.59,7,0.18
340,1262,2050,548,120,399.8,1,0.12
341,1050,2043,111,101,598.49,1,0.14
342,1427,2029,390,104,813.87,9,0.05
343,1157,2014,712,101,7818.02,5,0.08
344,1104,2043,533,109,6124.1,10,0.12
345,1141,2027,108,117,16035.54,10,0.02
346,1117,2007,510,107,7386.05,10,0.04
347,1270,2034,207,112,7646.29,7,0.06
348,1041,2036,509,107,2095.7,8,0.07
349,1003,2001,688,103,830.0,2,0.17
350,1686,2032,153,103,15011.55,9,0.02
351,1104,2017,660,108,4533.5,8,0.2
352,1304,2017,476,102,1190.04,2,0.16
353,1041,2019,369,111,7469.09,7,0.15
354,1098,2049,47,101,2684.52,3,0.13
355,1175,2022,367,115,8174.37,10,0.05
356,1096,2024,351,106,2821.27,2,0.08
357,1468,2018,395,116,11568.99,7,0.13
358,1171,2008,136,102,2429.65,3,0.02
359,1605,2031,583,115,3208.02,3,0.12
360,1368,2040,30,105,11752.96,8,0.18
361,1116,2027,452,102,3108.93,2,0.05
362,1322,2001,722,117,4300.0,10,0.14
363,1230,2043,347,117,5386.42,9,0.14
364,1634,2007,444,108,5724.19,8,0.07
365,1693,2042,395,105,8029.88,9,0.18
366,1628,2004,12,106,8271.01,9,0.17
367,1508,2011,77,116,2307.53,6,0.05
368,1285,2004,520,108,8669.61,9,0.13
369,1413,2016,81,115,8091.08,8,0.16
370,1459,2006,511,115,9356.43,6,0.02
371,1510,2048,670,101,1217.53,2,0.08
372,1037,2036,563,101,473.22,2,0.16
373,1634,2041,312,117,3169.84,9,0.04
374,1688,2030,350,112,997.52,1,0.16
375,1466,2022,574,120,7830.19,10,0.09
376,1673,2024,464,104,2606.61,2,0.15
377,1228,2001,350,112,2225.0,5,0.11
378,1383,2045,109,102,3176.25,3,0.1
379,1420,2007,261,120,2954.42,4,0.04
380,1403,2014,469,107,9993.47,6,0.02
381,1425,2003,649,119,170.0,2,0.15
382,1462,2030,675,119,10367.05,9,0.03
383,1511,2001,544,102,3645.0,9,0.19
384,1600,2031,521,106,11787.05,10,0.03
385,1132,2007,397,120,6308.92,10,0.18
386,1517,2025,429,120,1097.9,4,0.05
387,1352,2019,464,105,3464.66,3,0.08
388,1525,2020,719,118,6716.88,6,0.14
389,1567,2041,223,107,1291.42,4,0.12
390,1298,2044,354,105,4329.91,3,0.1
391,1653,2021,728,104,3364.2,6,0.11
392,1597,2037,684,114,9625.53,9,0.06
393,1433,2001,536,104,460.0,1,0.08
394,1055,2043,58,107,2957.66,5,0.15
395,1165,2019,700,109,3125.72,3,0.17
396,1303,2014,555,102,8565.83,6,0.16
397,1105,2040,692,118,6091.47,4,0.15
398,1575,2025,244,117,1242.36,5,0.14
399,1049,2025,397,114,1404.15,6,0.19
400,1056,2001,258,107,4150.0,10,0.17
401,1454,2015,649,112,2617.31,10,0.11
402,1618,2013,199,110,5216.18,8,0.04
403,1700,2005,192,106,9191.06,9,0.02
404,1042,2028,286,118,9661.88,5,0.03
405,1599,2017,6,111,4873.52,8,0.14
406,1159,2003,158,111,990.0,10,0.01
407,1641,2040,678,110,12039.62,8,0.16
408,1564,2023,75,111,2852.5,9,0.04
409,1189,2034,70,117,3207.26,3,0.08
410,1550,2026,95,112,487.67,4,0.18
411,1680,2022,340,112,4130.21,5,0.04
412,1634,2034,487,118,1138.81,1,0.02
413,1355,2029,247,120,904.3,10,0.05
414,1041,2044,329,113,2950.75,2,0.08
415,1554,2047,290,101,8818.82,9,0.16
416,1384,2033,521,115,12193.0,8,0.01
417,1668,2013,329,117,1100.29,2,0.19
418,1172,2050,551,118,395.26,1,0.13
419,1216,2043,645,107,4043.3,7,0.17
420,1211,2035,720,114,328.76,2,0.15
421,1158,2002,471,111,294.0,1,0.02
422,1056,2012,258,118,2974.75,2,0.11
423,1234,2017,418,113,4930.19,8,0.13
424,1444,2021,18,113,1121.4,2,0.11
425,1657,2047,634,103,11548.45,10,0.01
426,1075,2023,515,104,1386.63,5,0.16
427,1309,2039,89,110,10609.44,8,0.08
428,1677,2002,486,106,2592.0,9,0.04
429,1401,2035,303,105,831.58,5,0.14
430,1664,2024,12,118,13385.71,9,0.03
431,1043,2001,587,120,3115.0,7,0.11
432,1088,2020,216,112,4790.33,4,0.08
433,1662,2033,146,106,4433.82,3,0.04
434,1259,2013,118,106,5637.28,10,0.17
435,1563,2030,661,118,2232.54,2,0.06
436,1069,2017,101,107,6375.24,10,0.1
437,1339,2023,132,108,620.68,2,0.06
438,1072,2013,326,116,5053.17,8,0.07
439,1676,2020,711,119,3475.59,3,0.11
440,1374,2021,439,106,592.2,1,0.06
441,1227,2046,657,114,5297.89,5,0.17
442,1138,2044,340,116,11674.72,8,0.09
443,1313,2032,565,104,4442.19,3,0.13
444,1084,2018,144,118,7218.75,4,0.05
445,1642,2005,78,101,8159.41,9,0.13
446,1596,2038,415,119,3420.35,4,0.18
447,1565,2017,557,118,4930.19,8,0.13
448,1153,2024,402,108,13033.05,10,0.15
449,1298,2009,476,117,1709.4,9,0.02
450,1373,2033,11,108,13239.87,10,0.14
451,1527,2009,457,106,517.47,3,0.11
452,1580,2043,150,116,4133.76,6,0.01
453,1500,2015,65,109,1676.26,6,0.05
454,1685,2014,531,112,10826.26,7,0.09
455,1466,2003,41,111,172.0,2,0.14
456,1534,2041,281,109,3265.23,10,0.11
457,1179,2025,670,113,1525.5,6,0.12
458,1080,2034,258,113,4183.38,4,0.1
459,1362,2023,499,116,3301.5,10,0.0
460,1143,2029,170,108,171.34,2,0.1
461,1288,2014,154,106,4741.8,3,0.07
462,1122,2043,236,114,3590.95,6,0.14
463,1494,2044,491,116,5644.92,4,0.12
464,1663,2027,23,108,1587.19,1,0.03
465,1607,2011,138,117,331.96,1,0.18
466,1151,2004,171,109,2989.52,3,0.1
467,1416,2039,578,101,5838.08,5,0.19
468,1222,2029,622,116,738.67,8,0.03
469,1421,2039,147,119,3805.56,3,0.12
470,1524,2017,172,111,4986.85,8,0.12
471,1071,2015,388,113,864.6,3,0.02
472,1208,2034,517,114,3067.81,3,0.12
473,1182,2031,630,120,996.43,1,0.18
474,1545,2033,121,103,10715.06,8,0.13
475,1618,2035,2,114,1601.27,9,0.08
476,1045,2045,543,114,3811.5,4,0.19
477,1494,2050,391,112,3816.29,10,0.16
478,1590,2007,436,105,3462.21,5,0.1
479,1239,2006,291,120,13175.38,9,0.08
480,1194,2001,727,101,4500.0,10,0.1
481,1533,2001,385,107,2760.0,6,0.08
482,1110,2010,437,119,6537.0,5,0.05
483,1549,2028,579,112,18726.12,10,0.06
484,1697,2026,209,114,1124.02,9,0.16
485,1495,2012,380,118,13536.8,9,0.1
486,1315,2037,353,113,2833.05,3,0.17
487,1676,2008,236,115,2429.65,3,0.02
488,1521,2026,347,118,1278.65,10,0.14
489,1054,2011,399,101,680.11,2,0.16
490,1483,2039,446,103,2738.85,2,0.05
491,1380,2006,624,102,9022.27,7,0.19
492,1411,2040,672,117,7703.92,5,0.14
493,1612,2004,180,116,8857.84,8,0.0
494,1673,2034,293,107,976.12,1,0.16
495,1523,2034,716,108,11271.89,10,0.03
496,1037,2024,245,101,4507.9,3,0.02
497,1283,2050,410,112,2925.82,7,0.08
498,1206,2034,16,103,2068.45,2,0.11
499,1573,2038,357,112,4953.25,5,0.05
500,1200,2030,414,119,1128.14,1,0.05
501,1417,2033,110,118,2771.14,2,0.1
502,1349,2008,526,109,6247.66,9,0.16
503,1589,2017,711,115,4413.08,7,0.11
504,1250,2049,348,115,6747.29,8,0.18
505,1029,2031,120,109,2235.89,2,0.08
506,1226,2044,719,108,8852.26,6,0.08
507,1362,2034,549,101,5519.74,5,0.05
508,1096,2026,690,111,264.65,2,0.11
509,1183,2031,322,112,3985.72,4,0.18
510,1276,2012,700,107,11364.23,8,0.15
511,1241,2048,248,109,2514.46,4,0.05
512,1256,2040,365,105,3511.56,2,0.02
513,1081,2044,680,116,16036.7,10,0.0
514,1555,2003,494,112,940.0,10,0.06
515,1589,2018,503,106,16071.21,9,0.06
516,1228,2049,591,105,915.41,1,0.11
517,1434,2031,554,102,10170.89,9,0.07
518,1179,2030,124,117,8930.15,8,0.06
519,1009,2001,691,107,3080.0,7,0.12
520,1334,2024,628,109,4093.91,3,0.11
521,1243,2018,483,120,10600.16,6,0.07
522,1511,2028,216,114,11116.14,6,0.07
523,1411,2018,462,106,18426.8,10,0.03
524,1590,2044,235,104,6735.41,5,0.16
525,1569,2028,391,107,5020.19,3,0.16
526,1154,2031,10,106,7655.51,7,0.1
527,1646,2034,547,111,8738.62,8,0.06
528,1576,2037,49,113,1956.96,2,0.14
529,1062,2014,261,116,3093.22,2,0.09
530,1343,2017,370,112,5673.96,9,0.11
531,1264,2023,21,114,614.08,2,0.07
532,1696,2039,204,119,12541.05,10,0.13
533,1552,2012,292,112,8723.72,6,0.13
534,1500,2050,458,103,2798.61,7,0.12
535,1475,2041,149,106,2025.18,6,0.08
536,1628,2037,415,103,2207.27,2,0.03
537,1234,2021,325,110,2772.0,5,0.12
538,1405,2018,456,112,17097.03,10,0.1
539,1462,2027,172,106,1587.19,1,0.03
540,1241,2043,258,103,2700.17,4,0.03
541,1106,2007,66,116,6855.18,9,0.01
542,1407,2034,86,104,5113.02,5,0.12
543,1087,2042,400,110,4134.63,4,0.05
544,1291,2029,642,105,254.16,3,0.11
545,1175,2002,36,112,1494.0,6,0.17
546,1479,2035,279,118,1500.71,8,0.03
547,1553,2012,606,120,11631.62,8,0.13
548,1652,2037,446,117,9625.53,9,0.06
549,1356,2031,553,108,2211.59,2,0.09
550,1375,2027,267,105,8181.4,5,0.0
551,1536,2049,140,112,4679.9,5,0.09
552,1009,2045,504,116,5881.95,5,0.0
553,1441,2019,612,108,1117.23,1,0.11
554,1194,2027,575,114,10881.26,7,0.05
555,1662,2025,388,108,1415.71,5,0.02
556,1641,2016,530,120,5658.94,5,0.06
557,1545,2018,423,107,3647.37,2,0.04
558,1297,2008,653,115,7520.33,10,0.09
559,1638,2032,193,111,1650.93,1,0.03
560,1548,2002,191,104,1425.0,5,0.05
561,1449,2047,9,108,2263.03,2,0.03
562,1506,2014,351,114,7138.19,5,0.16
563,1511,2024,475,102,9015.8,6,0.02
564,1150,2004,273,113,1970.87,2,0.11
565,1186,2013,257,113,665.61,1,0.02
566,1255,2025,454,108,277.36,1,0.04
567,1097,2034,682,107,8552.69,8,0.08
568,1320,2021,163,102,5103.0,9,0.1
569,1260,2031,654,110,4520.4,4,0.07
570,1054,2043,224,104,2421.8,4,0.13
571,1333,2001,172,109,4900.0,10,0.02
572,1249,2001,44,119,3440.0,8,0.14
573,1159,2024,92,108,4139.91,3,0.1
574,1634,2022,641,102,800.23,1,0.07
575,1158,2045,550,104,3176.25,3,0.1
576,1325,2036,661,112,1915.42,8,0.15
577,1022,2045,387,112,3352.71,3,0.05
578,1041,2032,724,115,14398.84,9,0.06
579,1502,2013,581,106,5684.82,9,0.07
580,1480,2018,614,118,5642.02,3,0.01
581,1159,2029,303,109,796.74,9,0.07
582,1001,2050,654,117,2703.2,7,0.15
583,1020,2040,373,120,6736.45,4,0.06
584,1065,2043,552,113,2505.31,4,0.1
585,1510,2050,565,105,4270.61,10,0.06
586,1420,2042,330,104,1958.51,2,0.1
587,1069,2003,133,106,96.0,1,0.04
588,1498,2013,102,102,5908.95,10,0.13
589,1398,2043,502,117,5984.91,10,0.14
590,1263,2004,376,108,9522.18,10,0.14
591,1014,2014,672,116,3093.22,2,0.09
592,1655,2004,370,118,6510.51,7,0.16
593,1060,2040,273,117,1522.87,1,0.15
594,1312,2005,222,117,2042.46,2,0.02
595,1237,2035,395,107,688.47,4,0.11
596,1255,2037,641,106,8703.94,9,0.15
597,1426,2048,109,119,3454.07,6,0.13
598,1682,2028,107,106,5319.01,3,0.11
599,1517,2022,674,106,6195.31,9,0.2
600,1454,2023,323,118,1644.15,6,0.17
601,1423,2049,649,114,5430.74,6,0.12
602,1577,2035,220,113,1409.81,9,0.19
603,1261,2024,464,115,10733.1,7,0.0
604,1036,2019,611,101,10958.86,9,0.03
605,1310,2001,308,108,1660.0,4,0.17
606,1023,2050,707,109,3679.99,9,0.1
607,1585,2037,159,104,1035.37,1,0.09
608,1160,2009,272,112,1841.19,10,0.05
